,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
9338,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,Grandfather.,sadness,0.5144611597061157
9339,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,You wanted to speak to me?,surprise,0.5545797944068909
9340,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,Yes. I'd like a report on the meetings of my small council.,neutral,0.6568196415901184
9341,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"You're welcome to attend the meetings of your small council, Your Grace. Any or all of them.",neutral,0.6967524886131287
9342,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,I've been very busy. Many important matters require a king's attention.,neutral,0.8267392516136169
9343,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,Of course.,neutral,0.8310893774032593
9344,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,You've been holding the council meetings in the Tower of the Hand instead of the small council chamber.,neutral,0.9155628085136414
9345,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"I have, yes.",neutral,0.7816911339759827
9346,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,May I ask why?,surprise,0.520534873008728
9347,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"The Tower of the Hand is where I work. To walk from there to here would take time, time I could otherwise spend productively.",neutral,0.9437808394432068
9348,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,"So if I wanted to attend a council meeting, I would now have to climb all the stairs in the Tower of the Hand?",neutral,0.4022410213947296
9349,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,We could arrange to have you carried.,neutral,0.8409596681594849
9350,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,Tell me about the Targaryen girl in the east and her dragons.,neutral,0.9568305611610413
9351,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,Where did you hear about this?,surprise,0.7342435717582703
9352,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,Is it true?,surprise,0.8128122687339783
9353,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,Apparently so.,neutral,0.8104398250579834
9354,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,Don't you think we ought to do something about it?,anger,0.4821838140487671
9355,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"When I was Hand of the King under your father's predecessor, the skulls of all the Targaryen dragons were kept in this room. The skull of the last of them was right here. It was the size of an apple.",neutral,0.7104321718215942
9356,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,And the biggest was the size of a carriage.,surprise,0.515977144241333
9357,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"Yes, and the creature to whom it belonged died 300 years ago. Curiosities on the far side of the world are no threat to us.",neutral,0.8636221289634705
9358,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,But how do we know these dragons are just curiosities and not the beasts that brought the whole world to heel?,surprise,0.563334047794342
9359,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,Because we have been told as much by the many experts who serve the realm by counseling the king on matters about which he knows nothing.,neutral,0.8849145770072937
9360,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,But I haven't been counseled.,neutral,0.4929206967353821
9361,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,You are being counseled at this very moment.,neutral,0.8132616877555847
9362,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,joffrey lannister,I should be consulted about such things.,neutral,0.5577589869499207
9363,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,"From now on, I will see to it that you are appropriately consulted on important matters whenever necessary. Your Grace.",neutral,0.9569769501686096
9364,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jorah mormont,Yunkai. The Yellow City.,neutral,0.8376027941703796
9365,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,barristan,"The Yunkish train bed slaves, not soldiers. We can defeat them.",neutral,0.5399234294891357
9366,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jorah mormont,"On the field, with ease. But they won't meet us on the field. They have provisions, patience, and strong walls. If they're wise, they'll hide behind those walls and chip away at us, man by man.",neutral,0.8549522161483765
9367,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,I don't want half my army killed before I've crossed the Narrow Sea.,anger,0.5464714765548706
9368,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jorah mormont,"We don't need Yunkai, khaleesi. Taking this city will not bring you any closer to Westeros or the Iron Throne.",neutral,0.9195098876953125
9369,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,How many slaves are there in Yunkai?,neutral,0.6001057624816895
9370,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jorah mormont,Two hundred thousand if not more.,neutral,0.9300742745399475
9371,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,Then we have Two hundred thousand reasons to take the city.,neutral,0.9313363432884216
9372,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,"Send a man to the city gates. Tell the slavers I will receive them here, and accept their surrender. Otherwise, Yunkai will suffer the same fate as Astapor.",sadness,0.3382653594017029
9373,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,missandei,"Now comes the noble Razdal mo Eraz of that ancient and honorable house, master of men and speaker to savages, to offer terms of peace.",neutral,0.8975146412849426
9374,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,missandei,"Noble lord, you are in the presence of Daenerys Stormborn of House Targaryen, Queen of the Andals and the First Men, Khaleesi of the Great Grass Sea, Breaker of Chains, and Mother of Dragons.",neutral,0.9009876847267151
9375,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,You may approach. Sit.,neutral,0.9028165936470032
9376,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,missandei,Will the noble lord take refreshment?,neutral,0.9372520446777344
9377,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,"Ancient and glorious is Yunkai. Our empire was old before dragons stirred in old Valyria. Many an army has broken against our walls. You shall find no easy conquest here, khaleesi.",neutral,0.6261394619941711
9378,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,Good. My Unsullied need practice. I was told to blood them early.,neutral,0.5463548898696899
9379,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,"If blood is your desire, blood shall flow. But why? 'Tis true you have committed savageries in Astapor. But the Yunkai are a forgiving and generous people.",neutral,0.6405686140060425
9380,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,The wise masters of Yunkai have sent a gift for the silver queen.,neutral,0.8586507439613342
9381,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,There is far more than this awaiting you on the deck of your ship.,neutral,0.9088114500045776
9382,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,My ship?,surprise,0.9023284912109375
9383,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,"Yes, khaleesi. As I said, we are a generous people. You shall have as many ships as you require.",neutral,0.8855607509613037
9384,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,And what do you ask in return?,neutral,0.563473105430603
9385,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,All we ask is that you make use of these ships. Sail them back to Westeros where you belong and leave us to conduct our affairs in peace.,neutral,0.8321136832237244
9386,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,I have a gift for you as well. Your life.,joy,0.4555302560329437
9387,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,My life?,surprise,0.9066863059997559
9388,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,"And the lives of your wise masters. But I also want something in return. You will release every slave in Yunkai. Every man, woman, and child shall be given as much food, clothing, and property as they can carry as payment for their years of servitude. Reject this gift, and I shall show you no mercy.",anger,0.5477128624916077
9389,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,"You are mad. We are not Astapor or Qarth. We are Yunkai and we have powerful friends. Friends who would take great pleasure in destroying you. Those who survive, we shall enslave once more. Perhaps we'll make a slave of you as well.",anger,0.5486162304878235
9390,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,You swore me safe conduct.,neutral,0.5975034832954407
9391,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,"I did, but my dragons made no promises. And you threatened their mother.",fear,0.8349636197090149
9392,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,radzal mo eraz,Take the gold.,neutral,0.648322582244873
9393,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,"My gold. You gave it to me, remember? And I shall put it to good use. You'd be wise to do the same with my gift to you. Now get out.",neutral,0.6874752640724182
9394,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,barristan,The Yunkish are a proud people. They will not bend.,neutral,0.9285480380058289
9395,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,And what happens to things that don't bend? He said he had powerful friends. Who was he talking about?,neutral,0.46638745069503784
9396,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jorah mormont,I don't know.,surprise,0.6272881627082825
9397,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,daenerys targaryen,Find out.,neutral,0.9443947672843933
9398,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Chains?,surprise,0.5916543006896973
9399,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Solid gold from the mines outside Lannisport. Smithed in Casterly Rock.,disgust,0.43427667021751404
9400,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Golden chains.,neutral,0.6814615726470947
9401,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,You could buy a ship with these.,neutral,0.950308084487915
9402,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Do I need a ship?,neutral,0.6931180953979492
9403,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,What?,surprise,0.9222372174263
9404,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Am I going somewhere?,surprise,0.4929019808769226
9405,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Of course you're not going anywhere.,neutral,0.7358717918395996
9406,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,"So, am I invited to your wedding?",surprise,0.661234974861145
9407,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,I didn't ask for this marriage. I didn't want it.,anger,0.3622351288795471
9408,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,No? She's a beautiful girl. You said so yourself.,surprise,0.4759741723537445
9409,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,"That doesn't mean that- this is duty, not desire.",neutral,0.8235560655593872
9410,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Is that what you will tell yourself when you fuck her?,disgust,0.44250476360321045
9411,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,I don't have a choice. My father-,sadness,0.734814465045929
9412,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,Does not rule the world. We can still go across the Narrow Sea.,neutral,0.5447808504104614
9413,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,What would I do there? Juggle? I am a Lannister of Casterly Rock.,neutral,0.4554264545440674
9414,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,And I'm Shae the funny whore.,joy,0.640719473361969
9415,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,My feelings for you have not changed. I will marry Sansa Stark and do my duty by her.,sadness,0.26458296179771423
9416,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,While I empty her chamber pot and lick your cock when you're bored?,disgust,0.8620626330375671
9417,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,I swear to you it will not be like that.,neutral,0.8219619393348694
9418,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,shae,No? What will it be like?,neutral,0.40628471970558167
9419,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,"I will buy you a good home somewhere in the city. You will have fine clothes, guards to keep you safe, servants. Any children we might have will be well provided for.",neutral,0.8365629315376282
